,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Match Number,Alliance,Robot #,Team,Has Entry,No Show,Starting Position,Auto Primary Role,Auto Secondary Role,Auto Fuel %,Auto Fuel % Alliance,Auto Fuel Alliance,Auto Fuel Team,Auto % Shooting,Auto Max Fuel Possible,Won Auto,Transition Primary Role,Transition Secondary Role,Transition Fuel %,Transition Fuel % Alliance,Transition Fuel Alliance,Transition Fuel Team,Transition % Shooting,Transition Max Fuel Possible,Shift 1 Primary Role,Shift 1 Secondary Role,Shift 1 Fuel %,Shift 1 Fuel % Alliance,Shift 1 Fuel Alliance,Shift 1 Fuel Team,Shift 1 % Shooting,Shift 1 Max Fuel Possible,Shift 2 Primary Role,Shift 2 Secondary Role,Shift 2 Fuel %,Shift 2 Fuel % Alliance,Shift 2 Fuel Alliance,Shift 2 Fuel Team,Shift 2 % Shooting,Shift 2 Max Fuel Possible,Shift 3 Primary Role,Shift 3 Secondary Role,Shift 3 Fuel %,Shift 3 Fuel % Alliance,Shift 3 Fuel Alliance,Shift 3 Fuel Team,Shift 3 % Shooting,Shift 3 Max Fuel Possible,Shift 4 Primary Role,Shift 4 Secondary Role,Shift 4 Fuel %,Shift 4 Fuel % Alliance,Shift 4 Fuel Alliance,Shift 4 Fuel Team,Shift 4 % Shooting,Shift 4 Max Fuel Possible,Endgame Primary Role,Endgame Secondary Role,Endgame Fuel %,Endgame Fuel % Alliance,Endgame Fuel Alliance,Endgame Fuel Team,Endgame % Shooting,Endgame Max Fuel Possible,Tele-Op Max Fuel Possible,Total Fuel Scored,Auto Climb Attempt,Auto Climb Success,Tele-Op Climb Attempt,Tele-Op Climb Success,Shooter Rating,Passer Rating,Intake Rating,Driver Rating,Defense Avoidance Rating,Defense Rating,Notes,Recent Match
8,Red,1,1908,1,,Right Trench,Intake from Neutral Zone,Score,80%,100%,44,35.20,33.3%,105.71,FALSE,Score,None,100%,130%,13,10.00,100%,10.00,Intake from Neutral Zone,Score,80%,120%,52,34.67,33.3%,104.10,Intake from Neutral Zone,None,0%,40%,0,0.00,0%,0.00,Score,None,0%,0%,83,27.67,100%,27.67,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,70%,120%,78,45.50,100%,45.50,292.98,153.03,Not Attempted,None,Not Attempted,None,4,4,3,3,0,0,Nice,FALSE
8,Red,2,5243,1,,Hub,Score,Idle,10%,100%,44,4.40,66.7%,6.60,FALSE,Intake from Neutral Zone,None,0%,130%,13,0.00,0%,0.00,Idle,Score,20%,120%,52,8.67,33.3%,26.03,Intake from Neutral Zone,Score,20%,40%,0,0.00,33.3%,0.00,Score,None,0%,0%,83,27.67,100%,27.67,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,30%,120%,78,19.50,100%,19.50,79.79,60.23,Not Attempted,None,Not Attempted,None,2,0,3,3,0,0,Accurate but slow shooting not the best to empty their hoper quickly even with a turret.,FALSE
8,Red,3,10004,1,,Left Trench,Score,None,10%,100%,44,4.40,100%,4.40,FALSE,Score,None,30%,130%,13,3.00,100%,3.00,Score,None,20%,120%,52,8.67,100%,8.67,Score,None,20%,40%,0,0.00,100%,0.00,Intake from Neutral Zone,None,0%,0%,83,27.67,0%,0.00,Idle,None,0%,0%,0,0.00,0%,0.00,Score,None,20%,120%,78,13.00,100%,13.00,29.07,56.73,Not Attempted,None,Not Attempted,None,3,0,3,3,0,0,,FALSE
9,Blue,1,2377,1,,Left Trench,Intake from Neutral Zone,Pass,0%,100%,45,0.00,0%,0.00,FALSE,Score,Score,10%,100%,6,0.60,100%,0.60,Score,Intake from Neutral Zone,40%,100%,60,24.00,66.7%,35.98,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,Score,0%,100%,73,0.00,100%,0.00,Pass,Pass,0%,100%,0,0.00,0%,0.00,Score,Score,70%,100%,57,39.90,100%,39.90,76.48,64.50,Not Attempted,None,Not Attempted,None,3,4,3,4,0,0,,FALSE
9,Blue,2,339,1,,Hub,Score,Idle,20%,100%,45,9.00,66.7%,13.49,FALSE,Idle,Intake from Neutral Zone,0%,100%,6,0.00,0%,0.00,Pass,Pass,0%,100%,60,0.00,0%,0.00,Intake from Neutral Zone,Pass,0%,100%,0,0.00,0%,0.00,Pass,Pass,0%,100%,73,0.00,0%,0.00,Pass,Pass,0%,100%,0,0.00,0%,0.00,Pass,Pass,0%,100%,57,0.00,0%,0.00,13.49,9.00,Not Attempted,None,Not Attempted,None,0,3,0,2,0,1,no intaking,FALSE
9,Blue,3,888,0,,,,,0%,100%,45,0.00,0%,0.00,FALSE,,,0%,100%,6,0.00,0%,0.00,,,0%,100%,60,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,73,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,57,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,FALSE
9,Red,1,9033,1,,Hub,Idle,None,0%,70%,77,0.00,0%,0.00,TRUE,Score,None,0%,70%,34,0.00,100%,0.00,Defense,None,0%,50%,0,0.00,0%,0.00,Score,None,10%,70%,52,7.43,100%,7.43,Defense,None,0%,0%,0,0.00,0%,0.00,Idle,None,0%,0%,1,0.33,0%,0.00,Defense,None,0%,50%,10,0.00,0%,0.00,7.43,7.76,Not Attempted,None,Not Attempted,None,2,2,0,4,0,3,Mid,FALSE
9,Red,2,5338,1,,Left Trench,Score,Intake from Neutral Zone,50%,70%,77,55.00,66.7%,82.46,TRUE,Intake from Neutral Zone,Score,50%,70%,34,24.29,33.3%,72.93,Intake from Neutral Zone,None,50%,50%,0,0.00,0%,0.00,Score,None,60%,70%,52,44.57,100%,44.57,Idle,None,0%,0%,0,0.00,0%,0.00,Idle,None,0%,0%,1,0.33,0%,0.00,Idle,None,50%,50%,10,10.00,0%,0.00,199.96,134.19,Not Attempted,None,Not Attempted,None,4,0,3,4,0,0,Good at shooting until it stopped shooting and got stuck for the rest of the match when it stopped shooting it’s team also stopped shooting.,FALSE
9,Red,3,3136,1,,Hub,Score,None,20%,70%,77,22.00,100%,22.00,TRUE,Score,None,20%,70%,34,9.71,100%,9.71,Idle,None,0%,50%,0,0.00,0%,0.00,Idle,None,0%,70%,52,0.00,0%,0.00,Idle,None,0%,0%,0,0.00,0%,0.00,Idle,None,0%,0%,1,0.33,0%,0.00,Idle,None,0%,50%,10,0.00,0%,0.00,31.71,32.05,Not Attempted,None,Not Attempted,None,3,0,3,3,0,0,,FALSE
10,Blue,1,1719,1,,Left Trench,Score,Intake from Neutral Zone,10%,100%,62,6.20,66.7%,9.30,TRUE,Score,Score,10%,100%,21,2.10,100%,2.10,Defense,Defense,0%,100%,0,0.00,0%,0.00,Defense,Defense,0%,100%,74,0.00,0%,0.00,Defense,Defense,0%,100%,0,0.00,0%,0.00,Defense,Defense,0%,100%,50,0.00,0%,0.00,Defense,Defense,0%,100%,18,0.00,0%,0.00,11.40,8.30,Not Attempted,None,Not Attempted,None,1,0,1,3,3,0,,FALSE
10,Blue,2,3361,1,,Right Bump,Idle,Idle,0%,100%,62,0.00,0%,0.00,TRUE,Idle,Idle,0%,100%,21,0.00,0%,0.00,Idle,Idle,0%,100%,0,0.00,0%,0.00,Idle,Idle,0%,100%,74,0.00,0%,0.00,Idle,Idle,0%,100%,0,0.00,0%,0.00,Idle,Idle,0%,100%,50,0.00,0%,0.00,Idle,Idle,0%,100%,18,0.00,0%,0.00,0.00,0.00,Not Attempted,None,Not Attempted,None,0,0,0,1,0,0,dint move ,FALSE
10,Blue,3,1731,0,,,,,0%,100%,62,0.00,0%,0.00,TRUE,,,0%,100%,21,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,74,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,50,0.00,0%,0.00,,,0%,100%,18,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,FALSE
10,Red,1,540,1,,Right Trench,Intake from Neutral Zone,Score,40%,110%,44,16.00,33.3%,48.05,FALSE,Score,None,30%,80%,19,7.12,100%,7.12,Intake from Neutral Zone,Score,50%,110%,64,29.09,33.3%,87.36,Pass,None,0%,60%,0,0.00,0%,0.00,Score,None,0%,0%,118,39.33,100%,39.33,Intake from Neutral Zone,Idle,0%,90%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,40%,120%,142,47.33,66.7%,70.96,252.83,138.88,Not Attempted,None,Not Attempted,None,4,2,3,2,0,0,Good,FALSE
10,Red,2,1086,1,,Right Bump,Score,Idle,40%,110%,44,16.00,66.7%,23.99,FALSE,Idle,None,20%,80%,19,4.75,0%,0.00,Intake from Neutral Zone,Score,30%,110%,64,17.45,33.3%,52.42,Intake from Neutral Zone,Score,30%,60%,0,0.00,33.3%,0.00,Score,None,0%,0%,118,39.33,100%,39.33,Intake from Neutral Zone,None,40%,90%,0,0.00,0%,0.00,Score,None,30%,120%,142,35.50,100%,35.50,151.24,113.04,Not Attempted,None,Not Attempted,None,2,0,3,2,1,0, Can’t shoot fast not the most accurate either can’t avoid defense they go straight in to defense and move slowly.,FALSE
10,Red,3,8592,1,,Left Bump,Score,None,30%,110%,44,12.00,100%,12.00,FALSE,Score,None,30%,80%,19,7.12,100%,7.12,Intake from Neutral Zone,None,30%,110%,64,17.45,0%,0.00,Intake from Neutral Zone,None,30%,60%,0,0.00,0%,0.00,Score,None,0%,0%,118,39.33,100%,39.33,Score,None,50%,90%,0,0.00,100%,0.00,Score,None,50%,120%,142,59.17,100%,59.17,117.62,135.08,Not Attempted,None,Not Attempted,None,4,0,4,4,0,0,Pretty good.,FALSE
11,Blue,1,9072,1,,Left Trench,Intake from Neutral Zone,Score,40%,100%,27,10.80,33.3%,32.43,FALSE,Intake from Neutral Zone,Score,60%,100%,2,1.20,33.3%,3.60,Intake from Neutral Zone,Score,30%,100%,71,21.30,33.3%,63.96,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,Score,0%,100%,97,0.00,100%,0.00,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,Score,40%,100%,105,42.00,100%,42.00,142.00,75.30,Not Attempted,None,Not Attempted,None,5,0,4,4,0,0,Fast accurate shooter ,FALSE
11,Blue,2,2106,1,,Right Trench,Idle,Idle,0%,100%,27,0.00,0%,0.00,FALSE,Score,Score,60%,100%,2,1.20,100%,1.20,Score,Score,40%,100%,71,28.40,100%,28.40,Pass,Pass,0%,100%,0,0.00,0%,0.00,Score,Score,0%,100%,97,0.00,100%,0.00,Pass,Pass,0%,100%,0,0.00,0%,0.00,Score,Score,40%,100%,105,42.00,100%,42.00,71.60,71.60,Not Attempted,None,Not Attempted,None,3,5,4,4,0,0,pretty tuff,FALSE
11,Blue,3,5804,0,,,,,0%,100%,27,0.00,0%,0.00,FALSE,,,0%,100%,2,0.00,0%,0.00,,,0%,100%,71,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,97,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,105,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,FALSE
11,Red,1,2068,1,,Left Bump,Score,None,20%,90%,56,12.44,100%,12.44,TRUE,Intake from Neutral Zone,Pass,0%,70%,19,0.00,0%,0.00,Defense,None,0%,0%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,40%,120%,104,34.67,66.7%,51.97,Defense,Pass,0%,0%,0,0.00,0%,0.00,Pass,None,0%,80%,82,0.00,0%,0.00,Intake from Neutral Zone,Pass,0%,70%,59,0.00,0%,0.00,64.42,47.11,Not Attempted,None,Not Attempted,None,3,3,2,2,0,3,Not as bad as it looks,FALSE
11,Red,2,1389,1,,Right Bump,Idle,Score,10%,90%,56,6.22,33.3%,18.69,TRUE,Idle,None,10%,70%,19,2.71,0%,0.00,Idle,None,0%,0%,0,0.00,0%,0.00,Idle,None,0%,120%,104,0.00,0%,0.00,Idle,None,0%,0%,0,0.00,0%,0.00,Idle,Pass,0%,80%,82,0.00,0%,0.00,Intake from Neutral Zone,Pass,0%,70%,59,0.00,0%,0.00,18.69,8.94,Not Attempted,None,Not Attempted,None,1,3,0,1,0,0,Couldn’t move after auto until the 5 transition and moved a little and in endgame they passed their shooter could only shoot very low and only got about 5 points at the start and that was it.,FALSE
11,Red,3,449,1,,Left Trench,Score,None,60%,90%,56,37.33,100%,37.33,TRUE,Score,None,60%,70%,19,16.29,100%,16.29,Pass,None,0%,0%,0,0.00,0%,0.00,Score,None,80%,120%,104,69.33,100%,69.33,Score,None,0%,0%,0,0.00,100%,0.00,Score,None,80%,80%,82,82.00,100%,82.00,Score,None,70%,70%,59,59.00,100%,59.00,263.95,263.95,Not Attempted,None,Not Attempted,None,4,0,4,4,0,0,,FALSE
12,Blue,1,122,1,,Left Trench,Intake from Neutral Zone,Score,90%,100%,21,18.90,33.3%,56.76,TRUE,Score,Score,70%,100%,6,4.20,100%,4.20,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,Score,100%,100%,41,41.00,100%,41.00,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,Score,100%,100%,31,31.00,100%,31.00,Score,Score,100%,100%,38,38.00,100%,38.00,170.96,133.10,Not Attempted,None,Not Attempted,None,4,0,5,4,0,0,Not bad but not that accurate ,FALSE
12,Blue,2,5549,1,,Right Trench,Intake from Neutral Zone,Idle,0%,100%,21,0.00,0%,0.00,TRUE,Score,Idle,0%,100%,6,0.00,66.7%,0.00,Idle,Idle,0%,100%,0,0.00,0%,0.00,Idle,Idle,0%,100%,41,0.00,0%,0.00,Idle,Idle,0%,100%,0,0.00,0%,0.00,Idle,Idle,0%,100%,31,0.00,0%,0.00,Idle,Idle,0%,100%,38,0.00,0%,0.00,0.00,0.00,Not Attempted,None,Not Attempted,None,0,0,3,3,0,0,broke fter auto,FALSE
12,Blue,3,5587,0,,,,,0%,100%,21,0.00,0%,0.00,TRUE,,,0%,100%,6,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,41,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,31,0.00,0%,0.00,,,0%,100%,38,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,FALSE
12,Red,1,10224,1,,Left Trench,Intake from Neutral Zone,Score,50%,80%,19,11.87,33.3%,35.66,FALSE,Score,None,60%,100%,12,7.20,100%,7.20,Intake from Neutral Zone,Score,100%,140%,16,11.43,33.3%,34.32,Intake from Neutral Zone,None,0%,30%,0,0.00,0%,0.00,Score,None,0%,0%,66,22.00,100%,22.00,Intake from Neutral Zone,None,0%,30%,0,0.00,0%,0.00,Score,None,50%,80%,70,43.75,100%,43.75,142.93,96.25,Not Attempted,None,Not Attempted,None,3,0,2,4,0,0,Not bad,FALSE
12,Red,2,2199,1,,Right Trench,Score,Intake from Neutral Zone,20%,80%,19,4.75,66.7%,7.12,FALSE,Idle,None,20%,100%,12,2.40,0%,0.00,Idle,None,10%,140%,16,1.14,0%,0.00,Idle,None,0%,30%,0,0.00,0%,0.00,Idle,None,0%,0%,66,22.00,0%,0.00,Idle,None,0%,30%,0,0.00,0%,0.00,Idle,None,0%,80%,70,0.00,0%,0.00,7.12,30.29,Not Attempted,None,Not Attempted,None,1,0,1,1,0,0,Couldn’t intake bad shooting and ideal for the entire game they couldn’t find out what went wrong with their robot the entire time.,FALSE
12,Red,3,2890,1,,Right Trench,Score,None,10%,80%,19,2.38,100%,2.38,FALSE,Score,None,20%,100%,12,2.40,100%,2.40,Score,None,30%,140%,16,3.43,100%,3.43,Score,None,30%,30%,0,0.00,100%,0.00,Score,None,0%,0%,66,22.00,100%,22.00,Score,None,30%,30%,0,0.00,100%,0.00,Score,None,30%,80%,70,26.25,100%,26.25,56.45,56.45,L1 Attempted,None,Not Attempted,None,3,0,3,3,0,0,,FALSE
13,Blue,1,686,1,,Right Trench,Intake from Neutral Zone,Score,40%,100%,49,19.60,33.3%,58.86,TRUE,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,39,0.00,0%,0.00,Pass,Pass,0%,100%,0,0.00,0%,0.00,Pass,Pass,0%,100%,63,0.00,0%,0.00,Pass,Pass,0%,100%,0,0.00,0%,0.00,Pass,Pass,0%,100%,59,0.00,0%,0.00,Pass,Pass,0%,100%,33,0.00,0%,0.00,58.86,19.60,Not Attempted,None,Not Attempted,None,4,0,1,4,0,0,Intake broke ,FALSE
13,Blue,2,3258,1,,Hub,Idle,Idle,0%,100%,49,0.00,0%,0.00,TRUE,Defense,Defense,0%,100%,39,0.00,0%,0.00,Defense,Defense,0%,100%,0,0.00,0%,0.00,Defense,Defense,10%,100%,63,6.30,0%,0.00,Defense,Defense,0%,100%,0,0.00,0%,0.00,Defense,Defense,10%,100%,59,5.90,0%,0.00,Defense,Defense,10%,100%,33,3.30,0%,0.00,0.00,15.50,Not Attempted,None,Not Attempted,None,1,0,0,2,0,1,chudded around all game ,FALSE
13,Blue,3,422,0,,,,,0%,100%,49,0.00,0%,0.00,TRUE,,,0%,100%,39,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,63,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,59,0.00,0%,0.00,,,0%,100%,33,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,FALSE
13,Red,1,11318,1,,Left Bump,Score,Intake from Neutral Zone,50%,120%,36,15.00,66.7%,22.49,FALSE,Score,None,40%,40%,1,1.00,100%,1.00,Intake from Neutral Zone,None,0%,60%,70,0.00,0%,0.00,Score,None,30%,90%,0,0.00,100%,0.00,Intake from Neutral Zone,None,0%,0%,88,29.33,0%,0.00,Score,None,30%,100%,0,0.00,100%,0.00,Score,None,20%,90%,73,16.22,100%,16.22,39.71,61.56,Not Attempted,None,Not Attempted,None,2,1,1,4,0,0,Not so good,FALSE
13,Red,2,619,1,,Right Trench,Intake from Neutral Zone,Score,70%,120%,36,21.00,33.3%,63.06,FALSE,Intake from Neutral Zone,None,0%,40%,1,0.00,0%,0.00,Intake from Neutral Zone,Score,60%,60%,70,70.00,33.3%,210.21,Intake from Neutral Zone,None,60%,90%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,0%,0%,88,29.33,66.7%,43.98,Intake from Neutral Zone,Pass,70%,100%,0,0.00,0%,0.00,Score,None,70%,90%,73,56.78,100%,56.78,374.03,177.11,Not Attempted,None,Not Attempted,None,3,0,3,3,0,0,Acutely shoot until balls did not go high enough and was a decent robot overall.,FALSE
13,Red,3,1111,1,true,Hub,Idle,None,0%,120%,36,0.00,0%,0.00,FALSE,Idle,None,0%,40%,1,0.00,0%,0.00,Idle,None,0%,60%,70,0.00,0%,0.00,Idle,None,0%,90%,0,0.00,0%,0.00,Idle,None,0%,0%,88,29.33,0%,0.00,Idle,None,0%,100%,0,0.00,0%,0.00,Idle,None,0%,90%,73,0.00,0%,0.00,0.00,29.33,Not Attempted,None,Not Attempted,None,1,0,1,2,0,0,Shot 6 balls in. Sucks.,FALSE
14,Blue,1,10679,1,,Left Trench,Idle,Idle,0%,100%,41,0.00,0%,0.00,TRUE,Defense,Defense,0%,100%,12,0.00,0%,0.00,Pass,Pass,0%,100%,0,0.00,0%,0.00,Defense,Defense,0%,100%,126,0.00,0%,0.00,Defense,Defense,0%,100%,0,0.00,0%,0.00,Defense,Defense,0%,100%,90,0.00,0%,0.00,Defense,Defense,0%,100%,69,0.00,0%,0.00,0.00,0.00,Not Attempted,None,Not Attempted,None,0,0,0,3,0,3,"Not bad defense 
",FALSE
14,Blue,2,620,1,,Hub,Idle,Idle,0%,100%,41,0.00,0%,0.00,TRUE,Idle,Idle,0%,100%,12,0.00,0%,0.00,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,Score,30%,100%,126,37.80,100%,37.80,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,Score,50%,100%,90,45.00,100%,45.00,Score,Score,40%,100%,69,27.60,100%,27.60,110.40,110.40,Not Attempted,None,Not Attempted,None,3,0,4,4,0,0,pretty good double shooter kinda slow though,FALSE
14,Blue,3,1908,0,,,,,0%,100%,41,0.00,0%,0.00,TRUE,,,0%,100%,12,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,126,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,90,0.00,0%,0.00,,,0%,100%,69,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,FALSE
14,Red,1,2421,1,,Hub,Score,None,40%,40%,30,30.00,100%,30.00,FALSE,Intake from Neutral Zone,None,0%,40%,0,0.00,0%,0.00,Intake from Neutral Zone,Score,10%,100%,70,7.00,33.3%,21.02,Defense,Pass,0%,40%,0,0.00,0%,0.00,Defense,Pass,0%,0%,61,20.33,0%,0.00,Defense,None,0%,40%,0,0.00,0%,0.00,Pass,Defense,0%,100%,44,0.00,0%,0.00,51.02,57.33,Not Attempted,None,Not Attempted,None,1,2,1,3,0,2,Bad,FALSE
14,Red,2,3748,1,,Right Bump,Idle,None,0%,40%,30,0.00,0%,0.00,FALSE,Intake from Neutral Zone,None,0%,40%,0,0.00,0%,0.00,Score,None,50%,100%,70,35.00,100%,35.00,Pass,None,0%,40%,0,0.00,0%,0.00,Score,None,0%,0%,61,20.33,100%,20.33,Intake from Neutral Zone,Pass,0%,40%,0,0.00,0%,0.00,Score,None,60%,100%,44,26.40,100%,26.40,81.73,81.73,Not Attempted,None,Not Attempted,None,3,2,3,3,0,0,Shot a lot of points I got confused with 346 for autonomous.,FALSE
14,Red,3,346,1,,Hub,Idle,None,0%,40%,30,0.00,0%,0.00,FALSE,Score,None,40%,40%,0,0.00,100%,0.00,Score,None,40%,100%,70,28.00,100%,28.00,Score,None,40%,40%,0,0.00,100%,0.00,Intake from Neutral Zone,None,0%,0%,61,20.33,0%,0.00,Score,None,40%,40%,0,0.00,100%,0.00,Score,None,40%,100%,44,17.60,100%,17.60,45.60,65.93,Not Attempted,None,Not Attempted,None,4,0,3,3,0,0,,FALSE
15,Blue,1,5243,1,,Hub,Idle,Idle,0%,100%,52,0.00,0%,0.00,FALSE,Score,Score,0%,100%,0,0.00,100%,0.00,Score,Score,20%,100%,63,12.60,100%,12.60,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,Score,0%,100%,64,0.00,100%,0.00,Intake from Neutral Zone,Idle,0%,100%,0,0.00,0%,0.00,Score,Score,30%,100%,79,23.70,100%,23.70,36.30,36.30,L1 Attempted,Level1,Not Attempted,None,0,0,0,2,0,0,Cool they attempted a climb ,FALSE
15,Blue,2,11425,1,,Hub,Score,Idle,10%,100%,52,5.20,66.7%,7.80,FALSE,Pass,Pass,0%,100%,0,0.00,0%,0.00,Pass,Defense,0%,100%,63,0.00,0%,0.00,Defense,Defense,0%,100%,0,0.00,0%,0.00,Defense,Pass,0%,100%,64,0.00,0%,0.00,Pass,Pass,0%,100%,0,0.00,0%,0.00,Pass,Pass,0%,100%,79,0.00,0%,0.00,7.80,5.20,Not Attempted,None,Not Attempted,None,1,0,0,2,0,2,intake don’t work + tank drive ,FALSE
15,Blue,3,614,0,,,,,0%,100%,52,0.00,0%,0.00,FALSE,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,63,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,64,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,79,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,FALSE
15,Red,1,888,1,,Left Trench,Intake from Neutral Zone,Score,40%,70%,54,30.86,33.3%,92.66,TRUE,Intake from Neutral Zone,None,0%,40%,13,0.00,0%,0.00,Intake from Neutral Zone,Pass,0%,30%,0,0.00,0%,0.00,Score,None,50%,110%,103,46.82,100%,46.82,Intake from Neutral Zone,Idle,0%,0%,0,0.00,0%,0.00,Idle,None,0%,60%,22,0.00,0%,0.00,Idle,None,0%,60%,48,0.00,0%,0.00,139.48,77.68,Not Attempted,None,Not Attempted,None,4,2,3,3,0,0,Good,FALSE
15,Red,2,10004,1,,Hub,Idle,None,0%,70%,54,0.00,0%,0.00,TRUE,Score,Intake from Neutral Zone,10%,40%,13,3.25,66.7%,4.87,Intake from Neutral Zone,None,0%,30%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,30%,110%,103,28.09,66.7%,42.12,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,30%,60%,22,11.00,100%,11.00,Score,None,30%,60%,48,24.00,100%,24.00,81.99,66.34,Not Attempted,None,Not Attempted,None,2,0,3,2,0,0,Slow shooter with extremely low accuracy and not great intaking other teammate got most of the points.,FALSE
15,Red,3,3136,1,,Right Trench,Score,None,30%,70%,54,23.14,100%,23.14,TRUE,Score,None,30%,40%,13,9.75,100%,9.75,Idle,None,30%,30%,0,0.00,0%,0.00,Score,None,30%,110%,103,28.09,100%,28.09,Idle,None,0%,0%,0,0.00,0%,0.00,Score,None,30%,60%,22,11.00,100%,11.00,Score,None,30%,60%,48,24.00,100%,24.00,95.98,95.98,Not Attempted,None,Not Attempted,None,3,0,3,3,0,0,,FALSE
16,Blue,1,5724,1,,Right Trench,Idle,Idle,0%,100%,30,0.00,0%,0.00,FALSE,Idle,Idle,0%,100%,9,0.00,0%,0.00,Score,Score,10%,100%,46,4.60,100%,4.60,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,Score,0%,100%,59,0.00,100%,0.00,Idle,Idle,0%,100%,0,0.00,0%,0.00,Idle,Idle,0%,100%,31,0.00,0%,0.00,4.60,4.60,Not Attempted,None,Not Attempted,None,0,0,0,2,0,0,,FALSE
16,Blue,2,2377,1,,Left Trench,Pass,Score,80%,100%,30,24.00,33.3%,72.07,FALSE,Score,Intake from Neutral Zone,70%,100%,9,6.30,66.7%,9.45,Score,Intake from Neutral Zone,30%,100%,46,13.80,66.7%,20.69,Intake from Neutral Zone,Pass,0%,100%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,0%,100%,59,0.00,66.7%,0.00,Intake from Neutral Zone,Pass,0%,100%,0,0.00,0%,0.00,Score,Score,80%,100%,31,24.80,100%,24.80,127.01,68.90,Not Attempted,None,Not Attempted,None,3,4,3,3,0,0,jittery movement towards the end and a jittery turret aswell,FALSE
16,Blue,3,1895,0,,,,,0%,100%,30,0.00,0%,0.00,FALSE,,,0%,100%,9,0.00,0%,0.00,,,0%,100%,46,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,59,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,31,0.00,0%,0.00,0.00,0.00,,None,,Level1,,,,,,,,FALSE
16,Red,1,11415,1,,Right Trench,Intake from Neutral Zone,Score,80%,80%,34,34.00,33.3%,102.10,TRUE,Score,None,100%,100%,18,18.00,100%,18.00,Pass,None,0%,0%,0,0.00,0%,0.00,Score,None,90%,90%,83,83.00,100%,83.00,Pass,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,None,80%,80%,47,47.00,100%,47.00,Score,None,90%,90%,67,67.00,100%,67.00,317.10,249.00,Not Attempted,None,Not Attempted,None,5,4,4,4,2,0,Amazing.,FALSE
